end	Gene	start	(bp)	Strand	Gene
ENSG00000240235	99185587	99185866	9	-1	misc_RNA
ENSG00000201668	49871555	49871666	18	-1	misc_RNA
ENSG00000277565	63549227	63549284	1	-1	misc_RNA
ENSG00000200052	165122713	165122823	3	-1	misc_RNA
ENSG00000239553	66712720	66713009	11	-1	misc_RNA
ENSG00000264353	31645466	31645579	CHR_HSCHR6_MHC_DBB_CTG1	1	misc_RNA
ENSG00000201034	439297	439397	16	-1	misc_RNA
ENSG00000244112	118993857	118994159	12	1	misc_RNA
ENSG00000277941	26671402	26671550	22	1	misc_RNA
ENSG00000199420	15093767	15094094	4	-1	misc_RNA
ENSG00000274845	191682452	191682633	2	1	misc_RNA
ENSG00000242560	96282567	96282863	6	1	misc_RNA
ENSG00000222430	101952605	101952704	10	-1	misc_RNA
ENSG00000244501	170866835	170867144	5	1	misc_RNA
ENSG00000200651	77442109	77442213	17	1	misc_RNA
ENSG00000278794	1101007	1101273	17	-1	misc_RNA
ENSG00000201800	125516979	125517086	3	1	misc_RNA
ENSG00000222881	40391232	40391338	17	-1	misc_RNA
ENSG00000222764	141486141	141486412	6	-1	misc_RNA
ENSG00000201314	145958128	145958240	4	-1	misc_RNA
ENSG00000201649	200373175	200373269	2	1	misc_RNA
ENSG00000199788	49095391	49095492	13	1	misc_RNA
ENSG00000264113	4882975	4883316	17	1	misc_RNA
ENSG00000199409	150098406	150098506	5	1	misc_RNA
ENSG00000200361	106688678	106688779	3	1	misc_RNA
ENSG00000263426	28977475	28977773	6	1	misc_RNA
ENSG00000207108	185630428	185630528	1	-1	misc_RNA
ENSG00000278115	32682415	32682705	CHR_HSCHR15_4_CTG8	1	misc_RNA
ENSG00000264218	29747847	29747948	CHR_HSCHR6_MHC_DBB_CTG1	1	misc_RNA
ENSG00000277233	48429269	48429554	13	1	misc_RNA
ENSG00000222515	22085544	22085918	6	1	misc_RNA
ENSG00000201596	185634073	185634182	1	-1	misc_RNA
ENSG00000222852	180909838	180909927	5	1	misc_RNA
ENSG00000275745	66550457	66550567	16	1	misc_RNA
ENSG00000264092	16863196	16863496	8	-1	misc_RNA
ENSG00000242707	13715102	13715368	18	-1	misc_RNA
ENSG00000277119	32440109	32440383	11	1	misc_RNA
ENSG00000240481	24706788	24707083	12	1	misc_RNA
ENSG00000277577	73831145	73831270	X	-1	misc_RNA
ENSG00000239040	55412636	55412738	4	1	misc_RNA
ENSG00000242855	39888375	39888664	7	1	misc_RNA
ENSG00000252064	57311854	57311958	20	1	misc_RNA
ENSG00000206792	12054824	12054926	X	-1	misc_RNA
ENSG00000223120	96842069	96842384	15	1	misc_RNA
ENSG00000222305	90880040	90880179	10	-1	misc_RNA
ENSG00000200646	56316524	56316636	19	-1	misc_RNA
ENSG00000277671	8250060	8250149	21	1	misc_RNA
ENSG00000212205	211803017	211803104	1	1	misc_RNA
ENSG00000277634	49839401	49839493	14	-1	misc_RNA
ENSG00000222714	218500729	218501037	2	-1	misc_RNA
ENSG00000240663	50206998	50207278	18	-1	misc_RNA
ENSG00000274721	142318047	142318167	5	1	misc_RNA
ENSG00000199764	115207894	115207996	7	-1	misc_RNA
ENSG00000200830	14553702	14553970	12	-1	misc_RNA
ENSG00000242348	1666360	1666640	20	1	misc_RNA
ENSG00000277809	44935585	44935908	2	1	misc_RNA
ENSG00000276096	4756338	4756633	16	1	misc_RNA
ENSG00000202382	85367585	85367686	2	1	misc_RNA
ENSG00000207466	38950825	38950925	1	-1	misc_RNA
ENSG00000199938	38565950	38566055	6	1	misc_RNA
ENSG00000277677	51858070	51858352	15	-1	misc_RNA
ENSG00000201470	127798903	127798998	2	-1	misc_RNA
ENSG00000202100	32463374	32463482	17	-1	misc_RNA
ENSG00000276123	194658376	194658675	2	-1	misc_RNA
ENSG00000207365	93021606	93021712	12	1	misc_RNA
ENSG00000199913	73095357	73095458	7	1	misc_RNA
ENSG00000201365	66653469	66653576	8	1	misc_RNA
ENSG00000201690	102016953	102017069	13	-1	misc_RNA
ENSG00000223271	66348276	66348375	15	1	misc_RNA
ENSG00000277167	30763377	30763613	CHR_HSCHR15_4_CTG8	1	misc_RNA
ENSG00000200855	108084913	108085014	11	1	misc_RNA
ENSG00000202195	52297995	52298096	2	1	misc_RNA
ENSG00000252328	35097560	35097657	17	-1	misc_RNA
ENSG00000277250	128673681	128674021	3	-1	misc_RNA
ENSG00000244618	25031009	25031287	6	-1	misc_RNA
ENSG00000200867	7112088	7112399	4	-1	misc_RNA
ENSG00000207039	153785720	153785821	1	-1	misc_RNA
ENSG00000202438	130573996	130574112	6	-1	misc_RNA
ENSG00000278775	8433085	8433174	21	1	misc_RNA
ENSG00000281393	133337876	133337972	CHR_HG2030_PATCH	-1	misc_RNA
ENSG00000201421	185251313	185251411	1	1	misc_RNA
ENSG00000238943	8592476	8592585	12	1	misc_RNA
ENSG00000201371	27722284	27722392	16	-1	misc_RNA
ENSG00000265141	8979576	8979874	1	-1	misc_RNA
ENSG00000200842	62036833	62036945	17	1	misc_RNA
ENSG00000212306	100638363	100638457	15	1	misc_RNA
ENSG00000201584	121040610	121040710	2	-1	misc_RNA
ENSG00000201315	36685040	36685369	3	1	misc_RNA
ENSG00000275254	74280936	74281082	X	1	misc_RNA
ENSG00000202514	42949388	42949495	8	-1	misc_RNA
ENSG00000275574	46833127	46833407	CHR_HSCHR17_1_CTG5	1	misc_RNA
ENSG00000201510	76736641	76736980	15	1	misc_RNA
ENSG00000199730	58703852	58704154	15	-1	misc_RNA
ENSG00000201161	109915096	109915420	13	1	misc_RNA
ENSG00000278422	84205454	84205700	15	-1	misc_RNA
ENSG00000283592	29575060	29575171	20	1	misc_RNA
ENSG00000242673	131004128	131004429	11	-1	misc_RNA
ENSG00000243124	86435848	86436138	6	1	misc_RNA
ENSG00000277818	79562745	79562846	5	-1	misc_RNA
ENSG00000206679	95125511	95125609	1	-1	misc_RNA
ENSG00000241406	41807677	41807973	13	1	misc_RNA
ENSG00000274841	137638128	137638408	9	-1	misc_RNA
ENSG00000275696	186629936	186630211	3	-1	misc_RNA
ENSG00000263419	28974068	28974366	CHR_HSCHR6_MHC_COX_CTG1	1	misc_RNA
ENSG00000276150	27922022	27922178	22	1	misc_RNA
ENSG00000274884	100826284	100826370	14	1	misc_RNA
ENSG00000243991	193740471	193740715	3	-1	misc_RNA
ENSG00000206692	171253906	171254022	1	-1	misc_RNA
ENSG00000202058	42565048	42565330	22	-1	misc_RNA
ENSG00000266308	75895040	75895302	15	1	misc_RNA
ENSG00000201547	67408774	67408881	17	-1	misc_RNA
ENSG00000240151	117163968	117164255	8	1	misc_RNA
ENSG00000278050	65423638	65423742	11	1	misc_RNA
ENSG00000201638	234837976	234838069	1	1	misc_RNA
ENSG00000276746	33562880	33563130	6	-1	misc_RNA
ENSG00000243359	115837870	115838159	3	1	misc_RNA
ENSG00000243005	24563193	24563461	4	-1	misc_RNA
ENSG00000273658	53464720	53464901	12	1	misc_RNA
ENSG00000275054	117184126	117184199	7	1	misc_RNA
ENSG00000278454	134600257	134600336	8	1	misc_RNA
ENSG00000274520	44932320	44932406	2	1	misc_RNA
ENSG00000222574	78161698	78161992	3	1	misc_RNA
ENSG00000200351	98936638	98936747	5	-1	misc_RNA
ENSG00000251779	76319376	76319473	17	1	misc_RNA
ENSG00000252358	63609354	63609600	8	-1	misc_RNA
ENSG00000252098	27255464	27255567	1	-1	misc_RNA
ENSG00000243642	58069970	58070288	19	1	misc_RNA
ENSG00000238783	30355436	30355540	15	1	misc_RNA
ENSG00000241866	73744935	73745232	18	1	misc_RNA
ENSG00000201529	67617302	67617415	14	-1	misc_RNA
ENSG00000252671	10337277	10337386	5	1	misc_RNA
ENSG00000265388	6344554	6344837	12	1	misc_RNA
ENSG00000276690	181699608	181699883	3	1	misc_RNA
ENSG00000240306	26895678	26895970	9	1	misc_RNA
ENSG00000274701	94655911	94656208	8	1	misc_RNA
ENSG00000253079	126408041	126408410	9	-1	misc_RNA
ENSG00000202111	140718925	140719013	5	1	misc_RNA
ENSG00000200201	3665164	3665259	11	-1	misc_RNA
ENSG00000202476	30453997	30454097	16	-1	misc_RNA
ENSG00000201483	7187582	7187686	6	-1	misc_RNA
ENSG00000239333	16539137	16539439	X	-1	misc_RNA
ENSG00000266875	134133573	134133868	6	1	misc_RNA
ENSG00000266059	20175346	20175639	2	1	misc_RNA
ENSG00000222385	28261194	28261519	11	-1	misc_RNA
ENSG00000201121	101662060	101662164	3	-1	misc_RNA
ENSG00000275133	30050669	30050772	CHR_HSCHR6_MHC_QBL_CTG1	1	misc_RNA
ENSG00000240374	35292196	35292498	1	-1	misc_RNA
ENSG00000200794	109662863	109663183	12	-1	misc_RNA
ENSG00000253075	100487544	100487787	14	1	misc_RNA
ENSG00000273570	97495932	97496057	12	1	misc_RNA
ENSG00000239868	41286424	41286693	19	-1	misc_RNA
ENSG00000278732	31975167	31975448	13	1	misc_RNA
ENSG00000243591	6601540	6601836	18	1	misc_RNA
ENSG00000252087	90370123	90370427	4	1	misc_RNA
ENSG00000240767	46169458	46169748	13	-1	misc_RNA
ENSG00000200714	65592731	65592820	8	1	misc_RNA
ENSG00000264438	128709780	128710043	9	1	misc_RNA
ENSG00000202368	96979528	96979629	12	-1	misc_RNA
ENSG00000266119	30726158	30726268	CHR_HSCHR6_MHC_COX_CTG1	-1	misc_RNA
ENSG00000199740	50939927	50940026	12	-1	misc_RNA
ENSG00000274321	88520000	88520170	1	1	misc_RNA
ENSG00000239180	70311607	70311701	9	-1	misc_RNA
ENSG00000265260	97341046	97341344	X	1	misc_RNA
ENSG00000206797	450663	450762	20	1	misc_RNA
ENSG00000277637	30143733	30143969	15	1	misc_RNA
ENSG00000199668	11315067	11315178	16	1	misc_RNA
ENSG00000252147	119456558	119456658	X	1	misc_RNA
ENSG00000243801	56824375	56824656	14	-1	misc_RNA
ENSG00000200298	72022407	72022516	14	-1	misc_RNA
ENSG00000240545	56794348	56794642	4	-1	misc_RNA
ENSG00000278822	32435738	32435846	11	1	misc_RNA
ENSG00000275587	45538099	45538379	CHR_HSCHR17_2_CTG5	-1	misc_RNA
ENSG00000276229	44935294	44935368	2	1	misc_RNA
ENSG00000251751	157930492	157930725	3	-1	misc_RNA
ENSG00000199715	18273165	18273266	6	-1	misc_RNA
ENSG00000223040	2088933	2089211	3	-1	misc_RNA
ENSG00000242999	74845910	74846209	11	1	misc_RNA
ENSG00000244372	160877547	160877850	2	1	misc_RNA
ENSG00000274693	3069977	3070151	4	1	misc_RNA
ENSG00000264915	31702742	31702855	CHR_HSCHR6_MHC_MANN_CTG1	1	misc_RNA
ENSG00000222206	27223319	27223427	4	-1	misc_RNA
ENSG00000207101	41803349	41803450	8	1	misc_RNA
ENSG00000201778	157153548	157153640	3	1	misc_RNA
ENSG00000241395	211792111	211792406	1	-1	misc_RNA
ENSG00000276494	2674625	2674740	11	1	misc_RNA
ENSG00000201875	205900630	205900958	2	1	misc_RNA
ENSG00000206738	2615124	2615224	4	-1	misc_RNA
ENSG00000274118	146311720	146311822	7	1	misc_RNA
ENSG00000199716	22867818	22867917	14	1	misc_RNA
ENSG00000277572	14075950	14076038	21	-1	misc_RNA
ENSG00000251803	17403508	17403620	10	1	misc_RNA
ENSG00000243539	12036740	12037014	1	-1	misc_RNA
ENSG00000222636	101058299	101058567	7	1	misc_RNA
ENSG00000202473	143090347	143090677	X	1	misc_RNA
ENSG00000222941	151916331	151916418	7	1	misc_RNA
ENSG00000222942	41766615	41766919	3	-1	misc_RNA
ENSG00000241785	54255627	54255910	12	-1	misc_RNA
ENSG00000264910	58543299	58543578	19	-1	misc_RNA
ENSG00000266710	18915243	18915535	X	-1	misc_RNA
ENSG00000277965	38711821	38712103	20	-1	misc_RNA
ENSG00000276601	58785323	58785608	17	-1	misc_RNA
ENSG00000266747	31445150	31445248	CHR_HSCHR6_MHC_MANN_CTG1	-1	misc_RNA
ENSG00000266158	47280811	47281063	X	-1	misc_RNA
ENSG00000242559	41683168	41683462	X	-1	misc_RNA
ENSG00000201048	10674658	10674768	6	-1	misc_RNA
ENSG00000275069	58850783	58850903	20	1	misc_RNA
ENSG00000263974	2595019	2595291	19	-1	misc_RNA
ENSG00000275283	14938852	14938951	CHR_HSCHR16_1_CTG1	-1	misc_RNA
ENSG00000212409	111097325	111097413	9	-1	misc_RNA
ENSG00000202273	6212638	6212740	7	-1	misc_RNA
ENSG00000252660	62935701	62935802	12	1	misc_RNA
ENSG00000241789	51872178	51872464	3	1	misc_RNA
ENSG00000199719	18295143	18295451	20	-1	misc_RNA
ENSG00000278333	85613017	85613186	10	-1	misc_RNA
ENSG00000266195	17506453	17506728	21	1	misc_RNA
ENSG00000242256	112242550	112242839	9	-1	misc_RNA
ENSG00000239820	67751228	67751544	14	-1	misc_RNA
ENSG00000277415	30053279	30053354	CHR_HSCHR6_MHC_MANN_CTG1	1	misc_RNA
ENSG00000277771	49846456	49846720	22	1	misc_RNA
ENSG00000275803	90293939	90294207	15	1	misc_RNA
ENSG00000276377	22431917	22432206	CHR_HSCHR15_3_CTG3	-1	misc_RNA
ENSG00000199683	37975156	37975481	20	-1	misc_RNA
ENSG00000276134	125350868	125351131	CHR_HSCHR5_4_CTG1_1	-1	misc_RNA
ENSG00000278773	30061080	30061183	6	1	misc_RNA
ENSG00000202177	101955077	101955185	3	1	misc_RNA
ENSG00000202495	50171197	50171297	X	-1	misc_RNA
ENSG00000276031	49721949	49722247	20	1	misc_RNA
ENSG00000239249	28056153	28056453	22	-1	misc_RNA
ENSG00000201363	44344839	44344933	20	1	misc_RNA
ENSG00000199732	96309221	96309322	8	-1	misc_RNA
ENSG00000207281	40339059	40339164	19	-1	misc_RNA
ENSG00000278055	130488304	130488538	7	1	misc_RNA
ENSG00000265942	49042341	49042643	15	-1	misc_RNA
ENSG00000199912	7800361	7800467	12	-1	misc_RNA
ENSG00000200829	20480844	20480955	2	1	misc_RNA
ENSG00000274589	18538885	18539189	11	1	misc_RNA
ENSG00000253602	142247585	142247866	8	-1	misc_RNA
ENSG00000200764	207687960	207688059	2	1	misc_RNA
ENSG00000274500	130489868	130489966	7	1	misc_RNA
ENSG00000278049	30031073	30031140	CHR_HSCHR6_MHC_MANN_CTG1	1	misc_RNA
ENSG00000199701	94713715	94713812	8	-1	misc_RNA
ENSG00000222701	30471587	30471703	16	1	misc_RNA
ENSG00000199756	28881726	28881835	1	-1	misc_RNA
ENSG00000264030	10280628	10280891	2	1	misc_RNA
ENSG00000201102	177194983	177195095	2	1	misc_RNA
ENSG00000241834	41840059	41840339	8	-1	misc_RNA
ENSG00000201984	29139283	29139384	21	-1	misc_RNA
ENSG00000242985	8471831	8472128	18	1	misc_RNA
ENSG00000207075	37699895	37700002	4	-1	misc_RNA
ENSG00000276890	72926955	72927237	3	-1	misc_RNA
ENSG00000266759	31650698	31650811	CHR_HSCHR6_MHC_COX_CTG1	1	misc_RNA
ENSG00000277946	97998325	97998622	7	1	misc_RNA
ENSG00000222733	58527655	58527751	13	-1	misc_RNA
ENSG00000242201	194145674	194145971	3	1	misc_RNA
ENSG00000222998	57451690	57452022	11	1	misc_RNA
ENSG00000276055	151079506	151079584	3	1	misc_RNA
ENSG00000244642	119862662	119862956	8	1	misc_RNA
ENSG00000207383	112579484	112579584	2	-1	misc_RNA
ENSG00000222511	8796571	8796673	1	-1	misc_RNA
ENSG00000207271	36626015	36626138	10	-1	misc_RNA
ENSG00000240203	42676189	42676491	3	-1	misc_RNA
ENSG00000195401	68735720	68735823	10	-1	misc_RNA
ENSG00000239555	55291379	55291675	16	-1	misc_RNA
ENSG00000239398	59972914	59973207	18	1	misc_RNA
ENSG00000266410	33177507	33177602	CHR_HSCHR6_MHC_DBB_CTG1	1	misc_RNA
ENSG00000278643	11033727	11033912	19	1	misc_RNA
ENSG00000202137	201808681	201808782	2	1	misc_RNA
ENSG00000200419	45591984	45592085	15	1	misc_RNA
ENSG00000222472	96949249	96949533	13	-1	misc_RNA
ENSG00000276398	97560856	97561048	12	1	misc_RNA
ENSG00000201309	134283092	134283193	6	1	misc_RNA
ENSG00000200256	75835215	75835323	11	-1	misc_RNA
ENSG00000273829	50054143	50054430	16	1	misc_RNA
ENSG00000202360	101137959	101138313	8	1	misc_RNA
ENSG00000199362	75837544	75837645	11	-1	misc_RNA
ENSG00000199567	86019608	86019715	X	1	misc_RNA
ENSG00000273866	37578669	37578922	22	1	misc_RNA
ENSG00000200526	39785415	39785510	13	-1	misc_RNA
ENSG00000274848	30816030	30816302	16	1	misc_RNA
ENSG00000275502	105462302	105462505	13	1	misc_RNA
ENSG00000276532	18605054	18605356	17	-1	misc_RNA
ENSG00000264501	10306465	10306757	1	1	misc_RNA
ENSG00000277578	84642487	84642763	15	-1	misc_RNA
ENSG00000202035	73403788	73403889	7	-1	misc_RNA
ENSG00000244692	139609669	139609939	3	-1	misc_RNA
ENSG00000241604	29233090	29233385	19	-1	misc_RNA
ENSG00000243548	28711198	28711476	4	1	misc_RNA
ENSG00000274293	38150050	38150138	12	1	misc_RNA
ENSG00000274740	2871437	2871498	11	1	misc_RNA
ENSG00000199936	85460144	85460252	2	-1	misc_RNA
ENSG00000201354	140609847	140609955	7	1	misc_RNA
ENSG00000276839	182576772	182577040	1	-1	misc_RNA
ENSG00000275134	100898958	100899079	14	1	misc_RNA
ENSG00000277467	30612724	30612960	15	1	misc_RNA
ENSG00000240183	111930175	111930467	2	1	misc_RNA
ENSG00000200060	108738484	108738604	12	1	misc_RNA
ENSG00000240302	199901081	199901377	2	-1	misc_RNA
ENSG00000278525	20738433	20738731	20	-1	misc_RNA
ENSG00000207131	87826173	87826285	6	-1	misc_RNA
ENSG00000240584	7633562	7633851	20	-1	misc_RNA
ENSG00000201788	44880868	44880969	12	-1	misc_RNA
ENSG00000274326	76779657	76779917	9	1	misc_RNA
ENSG00000206639	21872707	21872808	X	1	misc_RNA
ENSG00000202014	48153434	48153535	4	1	misc_RNA
ENSG00000266569	72822894	72823171	7	-1	misc_RNA
ENSG00000276546	7663911	7664011	21	-1	misc_RNA
ENSG00000244104	107811616	107811914	9	-1	misc_RNA
ENSG00000275415	30026209	30026276	CHR_HSCHR6_MHC_DBB_CTG1	1	misc_RNA
ENSG00000275041	100897853	100898136	8	-1	misc_RNA
ENSG00000239742	50557682	50557998	20	-1	misc_RNA
ENSG00000238560	76523605	76523706	7	1	misc_RNA
ENSG00000241229	44007248	44007537	20	1	misc_RNA
ENSG00000241964	63234634	63234911	8	-1	misc_RNA
ENSG00000243352	104911928	104912193	7	1	misc_RNA
ENSG00000263941	233205199	233205479	2	1	misc_RNA
ENSG00000244532	6783854	6784161	12	-1	misc_RNA
ENSG00000278818	55285227	55285558	14	1	misc_RNA
ENSG00000206697	73227147	73227260	13	1	misc_RNA
ENSG00000201644	75662120	75662213	4	-1	misc_RNA
ENSG00000241175	50244628	50244931	15	-1	misc_RNA
ENSG00000222874	46859333	46859672	20	1	misc_RNA
ENSG00000275222	8998849	8999100	20	1	misc_RNA
ENSG00000277295	75268430	75268652	15	1	misc_RNA
ENSG00000263755	6001733	6002030	20	1	misc_RNA
ENSG00000199781	232828653	232828751	2	1	misc_RNA
ENSG00000200261	112169286	112169397	9	1	misc_RNA
ENSG00000274170	32368497	32368567	22	1	misc_RNA
ENSG00000263968	85659378	85659675	16	1	misc_RNA
ENSG00000244218	128761338	128761598	7	1	misc_RNA
ENSG00000260682	81961926	81962243	16	1	misc_RNA
ENSG00000199378	100021804	100021906	5	1	misc_RNA
ENSG00000207317	140019492	140019592	5	1	misc_RNA
ENSG00000265633	30942815	30943117	CHR_HSCHR6_MHC_MCF_CTG1	1	misc_RNA
ENSG00000278764	46266690	46266971	2	1	misc_RNA
ENSG00000277668	130603461	130603724	2	1	misc_RNA
ENSG00000265735	9442060	9442380	9	1	misc_RNA
ENSG00000201031	149094353	149094462	3	-1	misc_RNA
ENSG00000222069	103523562	103523879	1	1	misc_RNA
ENSG00000266178	30922332	30922420	CHR_HSCHR6_MHC_COX_CTG1	-1	misc_RNA
ENSG00000241172	18957957	18958258	19	-1	misc_RNA
ENSG00000274967	53290640	53290751	3	1	misc_RNA
ENSG00000202071	66003839	66003940	3	-1	misc_RNA
ENSG00000276664	30971005	30971149	22	1	misc_RNA
ENSG00000238749	61883640	61883751	9	-1	misc_RNA
ENSG00000277464	32602121	32602411	15	1	misc_RNA
ENSG00000206659	175022479	175022580	1	-1	misc_RNA
ENSG00000239964	36522191	36522501	6	1	misc_RNA
ENSG00000276074	181610498	181610729	3	1	misc_RNA
ENSG00000222376	166180652	166180966	2	-1	misc_RNA
ENSG00000222997	130505106	130505201	10	1	misc_RNA
ENSG00000252484	224107282	224107541	1	-1	misc_RNA
ENSG00000242251	31757202	31757498	22	1	misc_RNA
ENSG00000242381	25944478	25944766	13	1	misc_RNA
ENSG00000276295	153721328	153721625	CHR_HSCHR1_1_CTG31	1	misc_RNA
ENSG00000243847	23996795	23997085	2	-1	misc_RNA
ENSG00000274006	84887207	84887419	11	1	misc_RNA
ENSG00000278701	20340743	20341045	17	1	misc_RNA
ENSG00000243059	21102843	21103138	15	-1	misc_RNA
ENSG00000265278	31653519	31653632	CHR_HSCHR6_MHC_QBL_CTG1	1	misc_RNA
ENSG00000222413	117276985	117277286	9	1	misc_RNA
ENSG00000252759	200863152	200863247	2	-1	misc_RNA
ENSG00000200325	30309015	30309126	20	-1	misc_RNA
ENSG00000241291	146656401	146656695	5	-1	misc_RNA
ENSG00000251728	140094697	140094792	7	-1	misc_RNA
ENSG00000273839	28500089	28500346	CHR_HSCHR15_4_CTG8	1	misc_RNA
ENSG00000276873	39171462	39171560	21	-1	misc_RNA
ENSG00000243103	50637691	50637981	14	-1	misc_RNA
ENSG00000242236	25654595	25654881	20	-1	misc_RNA
ENSG00000207416	36986739	36986851	21	-1	misc_RNA
ENSG00000264384	154166245	154166549	1	-1	misc_RNA
ENSG00000281771	67631019	67631127	CHR_HG2128_PATCH	1	misc_RNA
ENSG00000272469	73833773	73834042	8	-1	misc_RNA
ENSG00000241144	102348392	102348691	4	-1	misc_RNA
ENSG00000202318	6234345	6234455	12	-1	misc_RNA
ENSG00000242165	100641975	100642273	11	-1	misc_RNA
ENSG00000243845	125512902	125513207	9	-1	misc_RNA
ENSG00000244230	21699314	21699596	9	1	misc_RNA
ENSG00000241226	45651510	45651805	19	1	misc_RNA
ENSG00000274206	96938923	96939203	2	1	misc_RNA
ENSG00000253088	152402780	152402893	7	1	misc_RNA
ENSG00000274747	18840618	18840920	17	1	misc_RNA
ENSG00000223220	70780914	70781008	8	-1	misc_RNA
ENSG00000251935	190553264	190553480	2	-1	misc_RNA
ENSG00000242860	62072448	62072741	1	1	misc_RNA
ENSG00000278421	74274341	74274411	X	1	misc_RNA
ENSG00000206964	55286018	55286128	2	1	misc_RNA
ENSG00000275128	70480192	70480487	8	-1	misc_RNA
ENSG00000266794	92971002	92971299	7	-1	misc_RNA
ENSG00000264002	9902344	9902627	21	-1	misc_RNA
ENSG00000207073	49566672	49566772	19	1	misc_RNA
ENSG00000275856	30058115	30058190	6	1	misc_RNA
ENSG00000264866	28977461	28977759	CHR_HSCHR6_MHC_QBL_CTG1	1	misc_RNA
ENSG00000239279	113419840	113420136	4	1	misc_RNA
ENSG00000243883	153381729	153382015	4	-1	misc_RNA
ENSG00000266381	11954709	11955006	CHR_HSCHR3_1_CTG1	-1	misc_RNA
ENSG00000222889	69700224	69700495	8	1	misc_RNA
ENSG00000252794	165609441	165609679	5	1	misc_RNA
ENSG00000277306	140234737	140234923	2	-1	misc_RNA
ENSG00000200754	17527140	17527247	21	-1	misc_RNA
ENSG00000202279	136816477	136816574	X	-1	misc_RNA
ENSG00000202536	112755816	112755917	4	-1	misc_RNA
ENSG00000207092	9250110	9250211	18	1	misc_RNA
ENSG00000201012	135474504	135474609	6	-1	misc_RNA
ENSG00000274008	69098496	69098794	10	1	misc_RNA
ENSG00000239319	65761058	65761352	1	-1	misc_RNA
ENSG00000243968	35881890	35882153	19	1	misc_RNA
ENSG00000275460	80057425	80057684	15	-1	misc_RNA
ENSG00000202533	132468147	132468257	5	1	misc_RNA
ENSG00000240294	24908522	24908812	10	-1	misc_RNA
ENSG00000265903	30854117	30854419	CHR_HSCHR6_MHC_COX_CTG1	1	misc_RNA
ENSG00000206790	100257688	100257790	12	-1	misc_RNA
ENSG00000202459	102695388	102695495	14	1	misc_RNA
ENSG00000199442	247997000	247997096	1	1	misc_RNA
ENSG00000200091	75654970	75655299	6	-1	misc_RNA
ENSG00000266610	100158502	100158765	12	-1	misc_RNA
ENSG00000206817	91261625	91261724	1	1	misc_RNA
ENSG00000266160	156985755	156986049	1	-1	misc_RNA
ENSG00000273739	122136	122225	KI270733.1	1	misc_RNA
ENSG00000262776	57977965	57978277	CHR_HSCHR12_1_CTG2_1	-1	misc_RNA
ENSG00000276089	50082295	50082484	13	1	misc_RNA
ENSG00000275531	153700659	153700956	CHR_HSCHR1_1_CTG31	1	misc_RNA
ENSG00000241756	38531042	38531338	7	-1	misc_RNA
ENSG00000199204	34001698	34001799	18	-1	misc_RNA
ENSG00000222460	35643143	35643462	20	1	misc_RNA
ENSG00000278752	98076361	98076421	10	-1	misc_RNA
ENSG00000278397	30047700	30047775	CHR_HSCHR6_MHC_QBL_CTG1	1	misc_RNA
ENSG00000265745	60034465	60034762	13	-1	misc_RNA
ENSG00000252655	89650793	89650903	14	-1	misc_RNA
ENSG00000244294	33918995	33919338	21	-1	misc_RNA
ENSG00000202415	9947318	9947636	1	1	misc_RNA
ENSG00000265486	76242022	76242301	10	-1	misc_RNA
ENSG00000239143	85332895	85332996	2	-1	misc_RNA
ENSG00000200591	32639951	32640052	1	1	misc_RNA
ENSG00000223145	7141227	7141544	2	-1	misc_RNA
ENSG00000265905	38936876	38937158	2	-1	misc_RNA
ENSG00000277187	23879493	23879790	CHR_HSCHR22_1_CTG7	-1	misc_RNA
