contam	ensembl_id	RNA004060L1	RNA004061L1	RNA004062L1	RNA004063L1	RNA004064L1	RNA004065L1	RNA004066L1	RNA004067L1	RNA004068L1	RNA004069L1	RNA004070L1	RNA004071L1	RNA004072L1	RNA004073L1	RNA004074L1	RNA004075L1	RNA004076L1	RNA004077L1	RNA004078L1	RNA004079L1	RNA004080L1	RNA004081L1	RNA004082L1	RNA004083L1	RNA004084L1	RNA004085L1	RNA004086L1	RNA004087L1	RNA004088L1	RNA004089L1	RNA004090L1	RNA004091L1	RNA004092L1	RNA004093L1	RNA004094L1	RNA004095L1	RNA004096L1	RNA004097L1	RNA004098L1	RNA004099L1	RNA004100L1	RNA004101L1	RNA004102L1	RNA004103L1	RNA004104L1	RNA004105L1	RNA004106L1	RNA004107L1	RNA004108L1	RNA004109L1	RNA004110L1
misc_RNA	ENSG00000200572																																					1		1												
misc_RNA	ENSG00000201498																																					6														
misc_RNA	ENSG00000207151																																					2														
misc_RNA	ENSG00000207420																																					1														
misc_RNA	ENSG00000238723																																					1		3	1			1								
misc_RNA	ENSG00000240317																																					1														
misc_RNA	ENSG00000241175																																					3														
misc_RNA	ENSG00000241227																																					1														
misc_RNA	ENSG00000242493																																					1														
misc_RNA	ENSG00000243049																																					1														
misc_RNA	ENSG00000243420																																					1												1	1	
misc_RNA	ENSG00000244307																																					1														
misc_RNA	ENSG00000251837																																					1												1	1	
misc_RNA	ENSG00000252069																																					1														
misc_RNA	ENSG00000264384																																					1														
misc_RNA	ENSG00000264573																																					1														
misc_RNA	ENSG00000265753																																					1		1												
rRNA	ENSG00000199454																																					1		2												
rRNA	ENSG00000200873																																					1														
rRNA	ENSG00000201476																																					1														
rRNA	ENSG00000201939																																					1														
rRNA	ENSG00000212251																																					8														
rRNA	ENSG00000252512																																					1							1							
rRNA	ENSG00000275305																																					1	1	1							4					
snoRNA	ENSG00000199293																																					1														
snoRNA	ENSG00000202252																																					3														
snoRNA	ENSG00000206633																																					1														
snoRNA	ENSG00000207088																																					1														
snoRNA	ENSG00000212588																																					1														
snoRNA	ENSG00000222365																																					4														
snRNA	ENSG00000200184																																					1														
snRNA	ENSG00000253035																																					1														
tRNA	tRNA139-ValAAC																																					1														
misc_RNA	ENSG00000201885																																						1	1												
misc_RNA	ENSG00000202407																																						1													
misc_RNA	ENSG00000202522																																						1													
misc_RNA	ENSG00000222072																																						1													
misc_RNA	ENSG00000239820																																						2													
misc_RNA	ENSG00000240692																																						1													
misc_RNA	ENSG00000241162																																						1													
misc_RNA	ENSG00000264916																																						6													
piRNA	uc031xyi.1																																						1	3										1		
rRNA	ENSG00000212242																																						1													
rRNA	ENSG00000252964																																						2													
snoRNA	ENSG00000222345																																						3						1							
snoRNA	ENSG00000274266																																						1													
tRNA	tRNA18-GlyGCC																																						2	1					1							
tRNA	tRNA5-LysCTT																																						2						1							
misc_RNA	ENSG00000201573																																							1												
misc_RNA	ENSG00000239333																																							1												
misc_RNA	ENSG00000240606																																							1												37
misc_RNA	ENSG00000241789																																							1												
misc_RNA	ENSG00000242976																																							1												
misc_RNA	ENSG00000243723																																							1												
misc_RNA	ENSG00000265327																																							1												
piRNA	uc001qmc.1																																							1												
rRNA	ENSG00000200021																																							1												
rRNA	ENSG00000200473																																							1												
rRNA	ENSG00000201440																																							1												
rRNA	ENSG00000252161																																							1												
snoRNA	ENSG00000199961																																							3												
snoRNA	ENSG00000202093																																							1												
snoRNA	ENSG00000225091																																							1												
snoRNA	ENSG00000238795																																							1												
snoRNA	ENSG00000274091																																							1												
tRNA	tRNA14-CysGCA																																							1			4		4							
tRNA	tRNA3-ArgTCG																																							2												
tRNA	tRNA6-AlaAGC																																							1												
misc_RNA	ENSG00000200419																																								1											
misc_RNA	ENSG00000201584																																								1											
misc_RNA	ENSG00000263360																																								13											
snRNA	ENSG00000223125																																								1											
tRNA	tRNA2-GlyCCC																																								1											
tRNA	tRNA23-PseudoCTG																																								2											
misc_RNA	ENSG00000200651																																									1										
misc_RNA	ENSG00000201351																																									2										
misc_RNA	ENSG00000252202																																									2										
rRNA	ENSG00000251953																																									1								1		
misc_RNA	ENSG00000199366																																										1									
misc_RNA	ENSG00000200024																																										1									
misc_RNA	ENSG00000201668																																										1									
misc_RNA	ENSG00000251811																																										8									
misc_RNA	ENSG00000252367																																										1									
rRNA	ENSG00000212290																																										1	1								
snoRNA	ENSG00000238862																																										13									
misc_RNA	ENSG00000202046																																											6								
misc_RNA	ENSG00000207108																																											5								
misc_RNA	ENSG00000240160																																											1								
misc_RNA	ENSG00000278746																																											1								
piRNA	uc002bzi.3																																											1								
piRNA	uc032rgw.1																																											1								
snoRNA	ENSG00000199666																																											2								
snoRNA	ENSG00000207191																																											3								
snoRNA	ENSG00000212598																																											1								
snoRNA	ENSG00000274998																																											1								
snRNA	ENSG00000252244																																											3								
misc_RNA	ENSG00000240474																																												1							
piRNA	uc033cyw.1																																												1							
snoRNA	ENSG00000207165																																												1							
snRNA	ENSG00000200107																																												1							
snRNA	ENSG00000210678																																												1							
tRNA	tRNA112-PheGAA																																												1							
tRNA	tRNA40-ThrAGT																																												1							
misc_RNA	ENSG00000202144																																													1		1				
snRNA	ENSG00000201801																																													1						
snRNA	ENSG00000206772																																													1						
snRNA	ENSG00000206936																																													1						
snRNA	ENSG00000252635																																													1						
tRNA	tRNA18-CysGCA																																													1						
tRNA	tRNA7-ArgACG																																													1						
misc_RNA	ENSG00000239953																																														24					
misc_RNA	ENSG00000243870																																														2					
misc_RNA	ENSG00000275975																																														49					
rRNA	ENSG00000252346																																														1					
misc_RNA	ENSG00000199913																																															2				
misc_RNA	ENSG00000212241																																															1				
misc_RNA	ENSG00000239808																																															1				
misc_RNA	ENSG00000272469																																															1				
tRNA	tRNA11-LysTTT																																															1				
tRNA	tRNA123-SerGCT																																															2				
misc_RNA	ENSG00000223302																																																4			
misc_RNA	ENSG00000263616																																																1			
rRNA	ENSG00000222741																																																1			
misc_RNA	ENSG00000243035																																																	10		
piRNA	uc032njy.1																																																	36		
misc_RNA	ENSG00000265905																																																		1	
piRNA	uc032udi.1																																																		1	
piRNA	uc033cbk.1																																																		1	
rRNA	ENSG00000199572																																																		1	
rRNA	ENSG00000212154																																																		1	
snoRNA	ENSG00000281010																																																		1	
snRNA	ENSG00000278374																																																		1	
misc_RNA	ENSG00000267828																																																			2
tRNA	tRNA136-ValAAC																																																			1
